Name/Title,Phone,Web/Link,Email,Physical Address,Information/Details,Tags
Family Connections,(719) 520-1019,https://www.ccharitiescc.org/family-connections-at-helen-hunt-campus/,,2503 Holiday Lane 80909,"Provides high-quality, family- and child-oriented services for little or no cost. Also offer community trainings on child abuse/neglect issues, parenting, child development and shaken baby syndrome prevention.",Education; Youth-and-Family
Family Court Facilitators,,https://www.courts.state.co.us/userfiles/file/Self_Help/FamilyCourtFacilitators/FCF%20List%208_18_16.pdf,,,List fo all CO family court facilitators,Legal; Youth-and-Family
"Family Crisis Services, Inc.",719-275-2429,https://www.familycrisisonline.org/,,"Canon City, CO","24/7 crisis line, advocacy, emergency shelter, legal information & support, counseling, education, & emergency room support",Education; Legal; Rural; Youth-and-Family
Family First Supervised Visitation and Exchange Services,719-358-0356,https://www.alignable.com/colorado-springs-co/family-first-supervised-visitation-exchange-services,,1935 E Bijou St,"Ideal clients are those parents and/or guardians who are going through difficult times, be it Divorce, Separation, incidence of Domestic Violence or other situation of a criminal nature, where a need for a third party to supervised parenting time. Referrals can be court ordered or voluntary..",Legal; Youth-and-Family
Family Life Services,(719) 632-4661,http://flscs.org/,,"1880 S Cascade Ave, Colorado Springs, CO 80905","Affordable Housing, single mom individual apartments",Youth-and-Family
Family Promise of Colorado Springs,719-329-1244,https://familypromise.org/; https://www.familypromisecos.org/,,https://www.tfaforms.com/4903855 fill out to request VISPDAT with worker,"Shelter/Housing, helps to fill out VISPDAT; church volunteers to house families until they get on their feet, may not accept those with a criminal record",Youth-and-Family
Family Success Center,719-632-1543,https://www.ppunitedway.org/family-success-center/,,"518 N Nevada Ave, C/S, CO, 80903","serve the entire family and empower community members to become financially stable, grow, and accomplish their goals. Visit us today at the FSC where we strive to uplift families through the strength of community collaboration. To speed up your enrollment process, click here:",Benefits; Veterans; Youth-and-Family
Family Support Center FSC,(719) 644-7511,https://fscautism.com/,,6160 Tutt Blvd #120,"treatment of children and families impacted by Autism Spectrum Disorders. We understand that autism impacts the entire family and have designed a treatment program that offers support, education, treatment and a place of refuge for families.",Education; Medical; Youth-and-Family
Family Tree,303-420-6752,www.thefamilytree.org,,"Denver, CO","County/Region: Denver Metro Area | Shelter/Voucher: Motel Vouchers | Must be in their program | [Threshold note: MOST SEVERE WEATHER IS ACTIVATED WHEN THE TEMPERATURES DROP TO 32 DEGREES WITH PRECIPITATION OR 20 DEGREES; EXTREME WEATHER ACTIVATES EMERGENCY SHELTERING WITH ZERO DEGREE TEMPERATURE OR SUSTAINED WINDCHILL BELOW ZERO DEGREES FOR >6 HOURS; SPECIFIC THRESHOLDS ARE LISTED BELOW] | 24/7 crisis line, emergency shelter, legal advocacy, advocacy, parenting & housing support",Housing; Legal; Weather-Shelter; Youth-and-Family
Family Tree Now,,familytreenow.com,,,Source for looking up contact information for families,Youth-and-Family
Family Voices,303-877-1747,https://www.familyvoicesco.org/,,info@familyvoicesco.org,"Resource Database for family needs; resource navigation; education and training (medicaid 101, HCBS-home and community based service waivers, insurance appeals, medical home model of care, family engagement, funding, navigating systems of care); advocacy and policy;",Benefits; Education; Medical; Youth-and-Family
Federal Bonding Program,303-318-8961,,cdle_fbp@state.co.us,,"An insurance against theft for those with the following questionable history to gain employment (help entice employers in spite of the past): record of arrest, conviction or imprisonment, history of alcohol or drug abuse, poor credit history, lack of employment history, dishonorable discharge, special situations",Employment
Federal Department of health and human services job,,https://www.hhs.gov/careers/how-apply/how-apply-hhs-person-disabilities,,,Will hire individuals with disabilities and with accomodations,Employment; Medical
Federal Express,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Federal Government Loan,,https://www.usa.gov/government-loan,,,"List of links for federal loans for: students who need help paying for school; buying a home/home repairs, funding their business, needing support after a disaster, farmers and ranchers",Education; Employment; Youth-and-Family
Federal Grants/loans,,usa.gov/tribes,,,Federal loans/etc for Native Americans,Native-Indigenous
Federal guide to Financial Counseling,,https://www.cob.uscourts.gov/credit-counseling-debtor-education-courses,,,Debtor and credit counseling,Benefits; Education; Legal
Federal Report a Crime,,https://www.usa.gov/report-crime,,,To report a crime federally/internationally if there is no threat currently to safety of self or others,Housing
Feeding Colorado,720-234-9317,https://feedingcolorado.org/find-food/,info@feedingcolorado.org,PO Box 4001 Lafayette CO 80026,"Food bank list for all of Colorado, resource database",Food; Resource-Databases
Feeding Friends,"1st and 3rd Thursdays, 10:30 am-when food runs out",,,Mitchell High School 1205 Potter Dr 80909,Mobile Food Pantry,Education; Food; Youth-and-Family
Felon Friendly Housing List,Grand Centennial Apt,Grand View Apt   Camelback Points Apt Homes Fountain Springs Apt,,Arbor Point Elevate Apt Talon Hill Apartment Homes,Aspen Creek Apt Fountain View Apt the Woods Apt Broadmoor Ridge Apt Ivy at Cheyenne Creek Windmill Apt,Veterans
Fema hiring people with disabilities,,https://www.fema.gov/careers/paths/disabilities,,,Will hire individuals with disabilities and with accomodations,Employment
FHLB of Topeka Homeownership Set-Aside Program,,fhlbtopeka.com/hsp,,,"Maximum amount: $5,000, forgivable grant with a 5-year retention period, may be combined with other federal, state, and local grants/loans",Veterans
Financial Coaching,405-720-0770,,cfinsel@oknativeassets.org,,Financial coaching for Native Americans,Benefits; Native-Indigenous
Financial Literacy First,,https://oedit.colorado.gov/financial-literacy-first,,,,Benefits
Financial Readiness Program,719-526-4783,https://myarmybenefits.us.army.mil/Benefit-Library/Federal-Benefits/Financial-Readiness-Program-(FRP,,,"The Army's Financial Readiness Program (FRP) is available at every installation. Army Community Service (ACS) FRP teaches Soldiers in both classroom training & individual counseling sessions, how to save and invest their money, how to establish savings goals, debt elimination strategies, and saving for emergencies. Through partnerships with non-profit corporations, many of these tools and resources are provided online for those geographically separated from an ACS office. Contact your local installation ACS center or Family Service Center for more information.",Benefits; Education; Elderly; Veterans; Youth-and-Family
Financial Wellness Sessions,,ent.com/events,,Free virtual financial wellness sessions,Free virtual financial wellness sessions,Benefits; Medical
Find Help,,findhelp.org,,,"Possible off-brand 211, a bit sus",Benefits
Find Shelter via US Department of Housing and Urban Development,202-708-1112  tty: 202-708-1455,https://www.hud.gov/findshelter,,,"Find shelter in your area, resource database for housing/rent/section 8, housing counselor, reporting housing discrimination, coronavirus resources",Resource-Databases
Find Treatment,,findtreatment.gov,,,Helps to find medical/mental health/drug tx needed,Medical; Unknown
Fir Tree Apartments,719-596-3232,,,3835 Radiant Dr 80917,Affordable Housing,Housing
Fireside Apartments,719-597-6207,,,620 N Murray Blvd 80915,Affordable Housing,Housing
First Health Group,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
First Visitor,719-632-5700,https://www.peakvista.org/services/first-visitor,,,"Classes for parents to prevent sudden infant death syndrome (SIDS), abusive head trauma (AHT), or shaken baby syndrome (SBS); home mental health visits for yough children, program A: 0-12 months; probram B: 12-24 months; program C: 24-36 months; program D: 3-5 years.",Education; Medical; Unknown; Youth-and-Family
Fitness to Drive,719-231-6657 F: 719-931-5559,fitnesstodrive.org,,Colorado Springs,"Helps rehabilitate those that want to drive but are suffering from rehabilitation, chronic health conditions, MCI, low vision, neuropathy, arthritis, new drivers",Medical; Transportation
Florilli Transportation LLC,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Flying Horse Foundation,303-660-3583,,info@flyinghorsefoundation.org,"9663 E Palmer Divide Ave, Larkspur CO 80118","assists at-risk and underserved children through equine-assisted learning. senior program serves residents who would enjoy getting out of their environment to experience the open skies, fresh and airy serenity; El Paso Couty, Douglas County resource database, foster and adoptive family resources, develpmental relationships framework, surrounding activities",Elderly; Resource-Databases; Rural; Unknown; Youth-and-Family
Flying J,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Focus on the Family,800-232-6459,focusonthefamily.com,,"8655 Explorer Dr, Colorado Springs, CO 80920",Biblical resources for families in crisis,Youth-and-Family
Focus Reentry,Lani: 720-662-2576 or Lindsay: 720-662-2577,http://focusreentry.org/,,"PO Box #4751, Boulder, CO 80306","They might be able to help you with a phone, backpack, help getting ID documents, signing up for benefits, and other resource connections.",Benefits
Folds of Honor,coloradopatriots.foldsofhonor.org,https://foldsofhonor.org/,,"Parker CO closest branch, does come to springs coloradopatriots@foldsofhonor.org",Chapters that hold fundraisers that give scholarships to surviving children of first responders and military,Elderly; Veterans; Youth-and-Family
Food Industry Training Class,,https://ppld.org/FIT,,,Four-week training program to learn skills for work as a prep cook or line cook. ServSafe Food Handler certificate,Education; Food
Food Not Bombs,800-884-1136,https://foodnotbombs.net/info/locations/,menu@foodbombs.net,,"Helps people get food, even vegan where possible",Food
Food Services of America,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Food to Power,719-470-2737,http://www.foodtopowerco.org/,,"1090 S Institute St, CS, CO 80903","reduce food waste, increase food access, food education, food production, use foods from overgrown gardens, mulch from food waste, Hillside Hub",Education; Food
Food Trucks Against Homelessness,,https://foodtrucksagainsthomelessness.com/,,,"Food (Mondays), clothes, blankets, under clothes, socks, scarves",Food
"For Applicants of SSI, temp $",303-333-3482,http://coloradopeak.secure.force.com/,,Details: https://www.senioranswers.org/financial-resources/and-ab/,"$200 a month for those applying for SSI/etc, 18-60 yo, click the check the 'adult financial' assistance box on the standard medicaid application",Benefits; Elderly; Medical
For Pride and Honor,,https://4pahorg.wixsite.com/forprideandhonor,,4pahoperations@gmail.com,"Displace, disabled, retired veterans receive laundry assistance, hygiene, clothing, project homefront contributor, support groups and employment referrals",Elderly; Employment; Native-Indigenous; Veterans
Forge Evolution,719-475-7815 fax: 719-385-6202,https://forgeevolution.org/,,"224 E Kiowa St Rm 230, Colorado Springs, CO 80903",Colorado Springs Teen Court; offers expungement of records for teens that finish their program. Resources that help prevent recidivism. Services covered by medicaid and chp and sliding scale; counseling in-person and telehealth; case management to teen and families.,Benefits; Legal; Medical; Youth-and-Family
